Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2017,1.6,140000,30000
X,Qassim,BMW,Automatic,Other,Full,2020,4.0,1000,410000
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,33501,127000
Victoria,Taef,Ford,Automatic,Saudi,Standard,2006,4.6,320000,19500
Yukon,Dammam,Generalis Motors,Automatic,Other,Full,2016,4.5,158000,152000
Cerato,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
Other,Jeddah,Other,Automatic,Saudi,Full,2019,1.2,24000,36000
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,140000,55000
CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2013,5.3,200000,55000
Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2012,2.7,127000,65000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Full,2014,8.0,80000,120000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,14000,420000
Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2015,2.0,245000,30000
Camry,Other,Toyota,Automatic,Saudi,Standard,2007,1.1,100000,22000
Cruze,Jeddah,Generalis Motors,Automatic,Other,Full,2016,1.6,136000,25000
Other,Jeddah,Other,Automatic,Gulf Arabic,Full,2012,5.3,235000,59500
Other,Dammam,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,1600,135000
Tahoe,Jeddah,Generalis Motors,Automatic,Saudi,Full,2007,5.6,257000,35000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,93239,40500
Traverse,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2010,3.6,219,22000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,54000,54000
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2014,5.4,120000,65000
Taurus,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017,3.5,27000,83000
Other,Riyadh,Other,Automatic,Other,Semi Full,2008,1.8,200000,15000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
LS,Riyadh,Lexus,Automatic,Saudi,Full,1997,4.0,361000,12000
Cadenza,Dammam,Kia,Automatic,Gulf Arabic,Semi Full,2018,3.3,81000,70000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,47000,1221
Sierra,Riyadh,Generalis Motors,Automatic,Other,Standard,2015,5.3,145000,87500
Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,18000
Prado,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2007,2.5,192000,20000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,28500
Innova,Dammam,Toyota,Automatic,Gulf Arabic,Full,2015,2.7,14000,43000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,183541,53000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2016,5.3,168000,114500
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,64000
Grand Marquis,Dammam,Other,Automatic,Saudi,Semi Full,2000,3.8,179000,14000
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,60000,75000
Victoria,Najran,Ford,Automatic,Saudi,Full,2011,4.6,128,48000
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,139337,36500
Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,40000
Other,Dammam,Other,Automatic,Saudi,Full,2015,3.0,120000,155000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,70676,59500
H1,Tabouk,Hyundai,Manual,Saudi,Full,2008,2.4,1000,17000
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2012,1.0,251000,38000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
Suburban,Al-Jouf,Generalis Motors,Automatic,Saudi,Semi Full,2011,8.0,399,37000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2020,2.0,14000,349000
Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,29000
Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,92000,84000
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2015,3.5,246398,85000
Tahoe,Aseer,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,39000,147000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
Accord,Jeddah,Honda,Automatic,Saudi,Full,2017,3.5,25400,90000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,32000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,78000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,2.1,215000,25500
Other,Jeddah,Audi,Automatic,Saudi,Full,2016,1.4,59000,70000
Yukon,Dammam,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,196600,130000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,98257,49000
Camaro,Dammam,Generalis Motors,Automatic,Other,Full,2017,3.6,99000,109000
Camry,Al-Medina,Toyota,Automatic,Other,Full,2020,2.5,10616,104500
Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2010,2.5,240000,30000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,140000,40000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,9.0,106000,36000
Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,55000
Cerato,Dammam,Kia,Automatic,Saudi,Semi Full,2014,1.6,175000,25000
SEL,Riyadh,Mercedes,Automatic,Other,Full,1989,3.0,186000,55000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,226000,45000
Cruze,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2016,1.8,154000,25000
S,Jeddah,Mercedes,Automatic,Other,Full,2008,3.0,256000,38000
LX,Taef,Lexus,Automatic,Gulf Arabic,Full,2018,7.5,122000,340000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,47000,46000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
Tucson,Jeddah,Hyundai,Automatic,Other,Semi Full,2016,2.4,119800,57000
Traverse,Riyadh,Generalis Motors,Automatic,Other,Standard,2011,3.6,320000,23000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
Other,Dammam,Other,Manual,Saudi,Standard,2013,7.0,300,82000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,101732,61500
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,84000,42000
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2011,4.5,193000,110000
Fusion,Hail,Ford,Automatic,Saudi,Full,2010,2.5,3000000,17000
Charger,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2013,4.6,240000,105000
Mustang,Dammam,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
Other,Riyadh,Genesis,Automatic,Saudi,Full,2015,5.0,98000,111000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,4.5,20000,265000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,91355,74500
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,2011,3.5,281000,29500
GS,Riyadh,Lexus,Automatic,Saudi,Full,2014,3.5,124000,136000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,150000,31000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
Furniture,Aseer,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,100000
Corolla,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,1.6,124000,40000
CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,63000,80000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,55000
Other,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2016,2.5,115000,50000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,43000,30000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,33000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2019,3.3,73000,65000
Prado,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
Other,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
Wrangler,Jazan,Jeep,Automatic,Saudi,Standard,2019,3.6,79000,140000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
Hilux,Abha,Toyota,Manual,Saudi,Semi Full,1999,2.7,375,19000
Focus,Riyadh,Ford,Automatic,Saudi,Standard,2012,1.6,181,15000
F150,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
Accent,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,25000,39000
Camaro,Dammam,Generalis Motors,Automatic,Other,Full,2018,3.6,118000,119000
Sorento,Dammam,Kia,Manual,Saudi,Full,2006,3.5,257000,15000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,59800,37000
Yaris,Qassim,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
Mustang,Riyadh,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,50000
Yukon,Tabouk,Generalis Motors,Automatic,Saudi,Full,2010,6.2,256,30000
S,Dammam,Mercedes,Automatic,Saudi,Full,2015,5.0,99000,255000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,3.5,6500,140000
Accord,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
C300,Makkah,Chrysler,Automatic,Saudi,Full,2013,5.7,200,55000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,195000,52000
Other,Riyadh,Ford,Manual,Saudi,Standard,1963,1.0,300,22000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2016,5.3,194000,116000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2020,2.5,22000,77000
E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,2.0,94000,110000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2016,5.3,123496,130000
Other,Jeddah,Lexus,Automatic,Saudi,Full,2020,2.0,4100,170000
Corolla,Hail,Toyota,Automatic,Saudi,Standard,2020,1.6,48563,1002
Corolla,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2014,1.6,197,29000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2006,5.0,220000,30000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2014,5.3,160428,65000
Impala,Qassim,Generalis Motors,Manual,Gulf Arabic,Standard,2016,3.0,88000,61000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,131000,67000
Other,Jeddah,Honda,Automatic,Saudi,Semi Full,2016,1.6,103000,85000
IS,Jeddah,Lexus,Automatic,Saudi,Full,2005,3.5,400000,50000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,38920,33500
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2015,4.0,228000,90000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,5000,153000
X,Riyadh,BMW,Automatic,Saudi,Full,2007,4.8,260000,28000
Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2019,1.4,33000,40000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
Altima,Aseer,Nissan,Automatic,Saudi,Full,2011,2.5,18500,22000
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,245743,65000
Sonata,Aseer,Hyundai,Automatic,Other,Full,2013,1.6,181000,27000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,85175,41500
Accord,Al-Namas,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
Land Cruiser,Jazan,Toyota,Manual,Saudi,Semi Full,2002,4.5,400,40000
Camry,Makkah,Toyota,Automatic,Saudi,Standard,2014,2.5,166400,35500
Yukon,Dammam,Generalis Motors,Automatic,Saudi,Standard,2011,5.3,156000,47000
X,Dammam,BMW,Automatic,Saudi,Full,2015,3.6,62300,140000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,24000,106000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2015,3.0,71500,265000
Other,Riyadh,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
500,Riyadh,Other,Automatic,Gulf Arabic,Full,2020,1.4,7000,115000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,151000,24000
Other,Riyadh,Cadillac,Automatic,Saudi,Full,2017,3.6,183000,108000
Tahoe,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Full,2017,5.3,73000,142000
LX,Dammam,Lexus,Automatic,Other,Full,2013,5.7,98000,200000
Cressida,Aseer,Toyota,Manual,Other,Standard,1993,2.2,49500,9500
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,150000,30000
Taurus,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,318000,23000
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,77000
Elantra,Abha,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,27000,1010
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2007,4.5,315000,63000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2017,3.6,122178,76500
Sierra,Dammam,Generalis Motors,Automatic,Saudi,Standard,2013,5.3,300000,45000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,97000
A8,Riyadh,Audi,Automatic,Other,Full,2015,3.0,9400,110000
Elantra,Dammam,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
Corolla,Qassim,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,53000
Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.8,143000,20000
Patrol,Khobar,Nissan,Automatic,Saudi,Full,2016,4.0,183000,150000
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,42000
Azera,Aseer,Hyundai,Automatic,Saudi,Semi Full,2012,3.0,380000,24000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2012,5.4,195000,45000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,186000,25000
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,65000
Impala,Al-Ahsa,Generalis Motors,Automatic,Other,Full,2015,3.6,169000,72000
Other,Dammam,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2009,1.0,327000,48000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,3.8,35449,121500
Rio,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.4,138000,30000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
Land Cruiser,Tabouk,Toyota,Automatic,Other,Full,2003,4.6,225,35000
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,135063,52000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.4,190000,54000
Wrangler,Makkah,Jeep,Automatic,Saudi,Full,2014,3.6,88000,89000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,53000,260000
S,Riyadh,Mercedes,Automatic,Other,Full,2014,3.0,179000,169000
H6,Riyadh,Other,Automatic,Saudi,Full,2020,2.0,16000,79000
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
Other,Jeddah,Other,Manual,Other,Full,2001,1.0,1000,7000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
Ciocca,Dammam,Toyota,Automatic,Saudi,Full,2016,5.7,150000,135000
Other,Dammam,Other,Automatic,Saudi,Full,2019,6.0,13000,850000
LX,Dammam,Lexus,Automatic,Saudi,Full,2021,5.7,9100,459000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2015,5.3,101060,125000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2015,5.7,105000,213000
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
Elantra,Al-Medina,Hyundai,Automatic,Other,Semi Full,2015,2.0,276000,30000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2016,5.3,55106,150000
Civic,Jeddah,Honda,Automatic,Saudi,Full,2016,2.0,68800,55000
Furniture,Riyadh,Toyota,Manual,Saudi,Semi Full,2015,4.0,70346,80500
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
A,Riyadh,Mercedes,Automatic,Gulf Arabic,Standard,2020,2.0,12500,150000
Other,Riyadh,Other,Automatic,Gulf Arabic,Semi Full,2021,1.3,9000,46000
Impala,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
Other,Jeddah,Other,Automatic,Saudi,Full,2018,2.5,70000,145000
Silverado,Dammam,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,127000,85000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2015,3.5,140000,64000
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018,1.5,99000,26000
Taurus,Jeddah,Ford,Automatic,Other,Semi Full,2010,3.5,406593,19000
Tahoe,Dammam,Generalis Motors,Automatic,Other,Full,2016,5.3,149000,149000
Hilux,Jubail,Toyota,Manual,Saudi,Semi Full,2017,2.7,146000,72000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,116842,48500
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,50000,188500
Other,Dammam,Other,Automatic,Saudi,Full,2010,6.0,175000,310000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,125000,245000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,75000,73000
ES,Jeddah,Lexus,Automatic,Other,Full,2021,3.5,1300,175000
Charger,Khobar,Dodge,Automatic,Saudi,Full,2019,3.6,78000,124000
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
Other,Makkah,Mercedes,Automatic,Saudi,Full,2015,5.0,32000,183000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,109885,57000
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2013,1.0,296000,79000
Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
Expedition,Dammam,Ford,Automatic,Other,Full,2008,1.8,299000,22000
Marquis,Riyadh,Ford,Automatic,Other,Full,2008,4.6,171000,27000
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2014,5.4,132000,45000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,35000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,126000,28000
Furniture,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
Suburban,Riyadh,Generalis Motors,Automatic,Other,Full,2002,5.3,30000,9000
Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2014,5.7,120000,85000
Other,Jeddah,Audi,Automatic,Saudi,Semi Full,2018,2.0,17859,141000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,55531,27500
Sportage,Khobar,Kia,Automatic,Saudi,Standard,2019,1.6,43000,68000
Other,Riyadh,Other,Manual,Saudi,Standard,2016,1.5,420,104000
Corolla,Yanbu,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,109000,72000
LS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,32000,290000
Flex,Al-Medina,Ford,Automatic,Other,Standard,2010,3.5,248000,20000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,29000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Full,2009,6.3,211000,40000
CX3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,30000,54000
Innova,Qassim,Toyota,Automatic,Saudi,Semi Full,2015,2.7,216,39000
Passat,Jeddah,Other,Automatic,Saudi,Standard,2013,2.5,160000,35000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2009,1.0,377000,11000
Land Cruiser,Jazan,Toyota,Automatic,Saudi,Full,2020,4.6,21000,275000
Tahoe,Aseer,Generalis Motors,Automatic,Saudi,Semi Full,2011,5.3,275000,40000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,5.0,140000,245000
Other,Dammam,Toyota,Manual,Saudi,Standard,2014,3.0,195000,75000
Acadia,Khobar,Generalis Motors,Automatic,Saudi,Standard,2011,3.6,187000,22000
Other,Dammam,Land Rover,Automatic,Saudi,Full,2018,2.0,500,240000
Other,Jeddah,Ford,Automatic,Other,Standard,2013,3.6,120,40000
Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.0,197000,58000
Accent,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,98000,36500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,81500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,166000,43000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2020,2.5,16500,86900
Rio,Jubail,Kia,Automatic,Saudi,Standard,2013,1.6,300000,19000
Sierra,Dammam,Generalis Motors,Automatic,Saudi,Standard,2015,5.3,86000,98000
ES,Hafar Al-Batin,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,2.0,120000,45000
Sentra,Al-Ahsa,Nissan,Automatic,Gulf Arabic,Standard,2018,1.6,97000,39000
G,Dammam,Mercedes,Automatic,Saudi,Full,2017,4.0,113000,330000
Tahoe,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2016,5.3,140641,2333
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,205812,65000
Camry,Qassim,Toyota,Automatic,Saudi,Full,2016,2.5,155000,52000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2017,5.7,50000,245000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2006,2.8,220,26000
Patrol,Tabouk,Nissan,Manual,Gulf Arabic,Standard,2013,4.0,200,80000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,104688,26000
Other,Jeddah,Kia,Automatic,Saudi,Semi Full,2015,1.6,37000,33000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2014,3.7,388000,37000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,32000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,31000,54000
Hilux,Khobar,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
Tahoe,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Full,2003,5.3,45000,18000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,17000,35000
6,Jubail,Mazda,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,40000
Traverse,Al-Medina,Generalis Motors,Automatic,Saudi,Standard,2020,3.6,22800,100000
Other,Riyadh,Other,Automatic,Other,Full,2008,4.8,152750,50000
Other,Jeddah,Land Rover,Automatic,Saudi,Full,2021,3.0,100,450000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2010,3.6,283000,33000
Tahoe,Riyadh,Generalis Motors,Automatic,Other,Full,2008,2.9,265000,33000
Corolla,Jeddah,Toyota,Manual,Saudi,Standard,2010,1.5,318800,18000
Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,40000
Suburban,Dammam,Generalis Motors,Automatic,Saudi,Full,2017,5.3,184000,137000
Expedition,Al-Medina,Ford,Automatic,Other,Full,2010,5.7,335000,65000
Other,Jeddah,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
Hiace,Qassim,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,146000,55000
Innova,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,3640000,30000
Other,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,2.4,43834,66000
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.4,144024,27500
Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2016,2.7,155000,75000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
Kona,Riyadh,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,89000
Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,30000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,1978,4.0,400000,18000
Cerato,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
C,Jeddah,Mercedes,Automatic,Other,Full,2016,2.2,95000,127000
Furniture,Al-Ahsa,Toyota,Automatic,Other,Semi Full,2017,2.7,70000,75000
Furniture,Makkah,Toyota,Automatic,Saudi,Full,2017,4.0,176000,55000
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2015,3.8,54000,70000
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2015,3.6,225989,84000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.0,96000,43000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2018,4.5,83000,315000
Avalon,Dammam,Toyota,Automatic,Saudi,Standard,2015,3.5,120000,66500
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
Yukon,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Standard,2016,5.3,88000,141000
A8,Riyadh,Audi,Automatic,Other,Full,2013,4.0,100000,108000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,29000
